link_text,predicted_slug,exists_in_books_dir
attachments/The-Trials-of-Spinoza.jpg|height=120,attachmentsThe-Trials-of-Spinoza.jpgheight=120,False
The Trials of Spinoza,The-Trials-of-Spinoza,True
"attachments/A-Murder-of-Quality-(George-Smiley,-#2).jpg|height=120","attachmentsA-Murder-of-Quality-(George-Smiley,-#2).jpgheight=120",False
"A Murder of Quality (George Smiley, #2)","A-Murder-of-Quality-(George-Smiley,-#2)",True
attachments/Isha-Upanishad.jpg|height=120,attachmentsIsha-Upanishad.jpgheight=120,False
Isha Upanishad,Isha-Upanishad,True
attachments/Our-Non-Veg-Cow.jpg|height=120,attachmentsOur-Non-Veg-Cow.jpgheight=120,False
Our Non-Veg Cow,Our-Non-Veg-Cow,True
"attachments/Call-for-the-Dead-(George-Smiley,-#1).jpg|height=120","attachmentsCall-for-the-Dead-(George-Smiley,-#1).jpgheight=120",False
"Call for the Dead (George Smiley, #1)","Call-for-the-Dead-(George-Smiley,-#1)",True
attachments/The-Field-Guide-to-Dumb-Birds-of-North-America.jpg|height=120,attachmentsThe-Field-Guide-to-Dumb-Birds-of-North-America.jpgheight=120,False
The Field Guide to Dumb Birds of North America,The-Field-Guide-to-Dumb-Birds-of-North-America,True
attachments/Dune-Messiah-(Dune-Chronicles-#2).jpg|height=120,attachmentsDune-Messiah-(Dune-Chronicles-#2).jpgheight=120,False
Dune Messiah (Dune Chronicles #2),Dune-Messiah-(Dune-Chronicles-#2),True
"attachments/Foundation,-Foundation-and-Empire,-Second-Foundation-(Everyman's-Library).jpg|height=120","attachmentsFoundation,-Foundation-and-Empire,-Second-Foundation-(Everyman's-Library).jpgheight=120",False
"Foundation, Foundation and Empire, Second Foundation (Everyman's Library)","Foundation,-Foundation-and-Empire,-Second-Foundation-(Everyman's-Library)",True
attachments/Wuthering-Heights.jpg|height=120,attachmentsWuthering-Heights.jpgheight=120,False
Wuthering Heights,Wuthering-Heights,True
"attachments/Second-Foundation-(Foundation,-#3).jpg|height=120","attachmentsSecond-Foundation-(Foundation,-#3).jpgheight=120",False
"Second Foundation (Foundation, #3)","Second-Foundation-(Foundation,-#3)",True
"attachments/Foundation-and-Empire-(Foundation,-#2).jpg|height=120","attachmentsFoundation-and-Empire-(Foundation,-#2).jpgheight=120",False
"Foundation and Empire (Foundation, #2)","Foundation-and-Empire-(Foundation,-#2)",True
attachments/Foundation.jpg|height=120,attachmentsFoundation.jpgheight=120,False
Foundation,Foundation,True
attachments/The-Ones-Who-Walk-Away-from-Omelas.jpg|height=120,attachmentsThe-Ones-Who-Walk-Away-from-Omelas.jpgheight=120,False
The Ones Who Walk Away from Omelas,The-Ones-Who-Walk-Away-from-Omelas,True
"attachments/Dune-(Dune,-#1).jpg|height=120","attachmentsDune-(Dune,-#1).jpgheight=120",False
"Dune (Dune, #1)","Dune-(Dune,-#1)",True
attachments/Bird-Therapy.jpg|height=120,attachmentsBird-Therapy.jpgheight=120,False
Bird Therapy,Bird-Therapy,True
"attachments/Tinker,-Tailor,-Soldier,-Spy-(George-Smiley,-#5;-Karla-Trilogy,-#1).jpg|height=120","attachmentsTinker,-Tailor,-Soldier,-Spy-(George-Smiley,-#5;-Karla-Trilogy,-#1).jpgheight=120",False
"Tinker, Tailor, Soldier, Spy (George Smiley, #5; Karla Trilogy, #1)","Tinker,-Tailor,-Soldier,-Spy-(George-Smiley,-#5;-Karla-Trilogy,-#1)",True
attachments/Sherlock-Holmes.jpg|height=120,attachmentsSherlock-Holmes.jpgheight=120,False
Sherlock Holmes,Sherlock-Holmes,True
attachments/Dinakkondu-Kathe(Shravana-Samputa).jpg|height=120,attachmentsDinakkondu-Kathe(Shravana-Samputa).jpgheight=120,False
Dinakkondu Kathe(Shravana Samputa),Dinakkondu-Kathe(Shravana-Samputa),True
"attachments/The-Real-James-Bond-A-True-Story-of-Identity-Theft,-Avian-Intrigue,-and-Ian-Fleming.jpg|height=120","attachmentsThe-Real-James-Bond-A-True-Story-of-Identity-Theft,-Avian-Intrigue,-and-Ian-Fleming.jpgheight=120",False
"The Real James Bond: A True Story of Identity Theft, Avian Intrigue, and Ian Fleming","The-Real-James-Bond-A-True-Story-of-Identity-Theft,-Avian-Intrigue,-and-Ian-Fleming",True
attachments/Ambedkar's-Preamble.jpg|height=120,attachmentsAmbedkar's-Preamble.jpgheight=120,False
Ambedkar's Preamble,Ambedkar's-Preamble,True
attachments/Representations-Of-The-Intellectual.jpg|height=120,attachmentsRepresentations-Of-The-Intellectual.jpgheight=120,False
Representations Of The Intellectual,Representations-Of-The-Intellectual,True
attachments/Dinakkondu-Kathe(Pushya-Samputa).jpg|height=120,attachmentsDinakkondu-Kathe(Pushya-Samputa).jpgheight=120,False
Dinakkondu Kathe(Pushya Samputa),Dinakkondu-Kathe(Pushya-Samputa),True
attachments/Good-Night-Stories-for-Rebel-Girls-100-Tales-of-Extraordinary-Women.jpg|height=120,attachmentsGood-Night-Stories-for-Rebel-Girls-100-Tales-of-Extraordinary-Women.jpgheight=120,False
Good Night Stories for Rebel Girls: 100 Tales of Extraordinary Women,Good-Night-Stories-for-Rebel-Girls-100-Tales-of-Extraordinary-Women,True
attachments/A-Stake-in-the-Nation-Selected-Speeches.jpg|height=120,attachmentsA-Stake-in-the-Nation-Selected-Speeches.jpgheight=120,False
A Stake in the Nation: Selected Speeches,A-Stake-in-the-Nation-Selected-Speeches,True
attachments/Liberals-and-Cannibals-The-Implications-of-Diversity.jpg|height=120,attachmentsLiberals-and-Cannibals-The-Implications-of-Diversity.jpgheight=120,False
Liberals and Cannibals: The Implications of Diversity,Liberals-and-Cannibals-The-Implications-of-Diversity,True
attachments/The-Lost-Species-Great-Expeditions-in-the-Collections-of-Natural-History-Museums.jpg|height=120,attachmentsThe-Lost-Species-Great-Expeditions-in-the-Collections-of-Natural-History-Museums.jpgheight=120,False
The Lost Species: Great Expeditions in the Collections of Natural History Museums,The-Lost-Species-Great-Expeditions-in-the-Collections-of-Natural-History-Museums,True
attachments/Indian-Nationalism-The-Essential-Writings.jpg|height=120,attachmentsIndian-Nationalism-The-Essential-Writings.jpgheight=120,False
Indian Nationalism: The Essential Writings,Indian-Nationalism-The-Essential-Writings,True
attachments/Ten-Little-Housemates.jpg|height=120,attachmentsTen-Little-Housemates.jpgheight=120,False
Ten Little Housemates,Ten-Little-Housemates,True
attachments/The-Forest-Beneath-the-Mountains.jpg|height=120,attachmentsThe-Forest-Beneath-the-Mountains.jpgheight=120,False
The Forest Beneath the Mountains,The-Forest-Beneath-the-Mountains,True
"attachments/The-Count-of-Monte-Cristo,-V1-(The-Count-of-Monte-Cristo,-part-1-of-2).jpg|height=120","attachmentsThe-Count-of-Monte-Cristo,-V1-(The-Count-of-Monte-Cristo,-part-1-of-2).jpgheight=120",False
"The Count of Monte Cristo, V1 (The Count of Monte Cristo, part 1 of 2)","The-Count-of-Monte-Cristo,-V1-(The-Count-of-Monte-Cristo,-part-1-of-2)",True
"attachments/Conversations-with-RBG-Ruth-Bader-Ginsburg-on-Life,-Love,-Liberty,-and-Law.jpg|height=120","attachmentsConversations-with-RBG-Ruth-Bader-Ginsburg-on-Life,-Love,-Liberty,-and-Law.jpgheight=120",False
"Conversations with RBG: Ruth Bader Ginsburg on Life, Love, Liberty, and Law","Conversations-with-RBG-Ruth-Bader-Ginsburg-on-Life,-Love,-Liberty,-and-Law",True
attachments/Ikigai-The-Japanese-Secret-to-a-Long-and-Happy-Life.jpg|height=120,attachmentsIkigai-The-Japanese-Secret-to-a-Long-and-Happy-Life.jpgheight=120,False
Ikigai: The Japanese Secret to a Long and Happy Life,Ikigai-The-Japanese-Secret-to-a-Long-and-Happy-Life,True
attachments/Bland-Fanatics.jpg|height=120,attachmentsBland-Fanatics.jpgheight=120,False
Bland Fanatics,Bland-Fanatics,True
ವಂಶವೃಕ್ಷ [Vamshavriksha,ವಂಶವೃಕ್ಷ-[Vamshavriksha,False
attachments/Dinakkondu-Kathe(Jyeshta-Samputa).jpg|height=120,attachmentsDinakkondu-Kathe(Jyeshta-Samputa).jpgheight=120,False
Dinakkondu Kathe(Jyeshta Samputa),Dinakkondu-Kathe(Jyeshta-Samputa),True
attachments/Binocular-Vision-The-Politics-of-Representation-in-Birdwatching-Field-Guides.jpg|height=120,attachmentsBinocular-Vision-The-Politics-of-Representation-in-Birdwatching-Field-Guides.jpgheight=120,False
Binocular Vision: The Politics of Representation in Birdwatching Field Guides,Binocular-Vision-The-Politics-of-Representation-in-Birdwatching-Field-Guides,True
attachments/Dinakkondu-Kathe(Vaishaka-Samputa).jpg|height=120,attachmentsDinakkondu-Kathe(Vaishaka-Samputa).jpgheight=120,False
Dinakkondu Kathe(Vaishaka Samputa),Dinakkondu-Kathe(Vaishaka-Samputa),True
attachments/Woodsmoke-and-Leafcups-Autobiographical-Footnotes-to-the-Anthropology-of-the-Durwa-People.jpg|height=120,attachmentsWoodsmoke-and-Leafcups-Autobiographical-Footnotes-to-the-Anthropology-of-the-Durwa-People.jpgheight=120,False
Woodsmoke and Leafcups: Autobiographical Footnotes to the Anthropology of the Durwa People,Woodsmoke-and-Leafcups-Autobiographical-Footnotes-to-the-Anthropology-of-the-Durwa-People,True
attachments/The-Overstory.jpg|height=120,attachmentsThe-Overstory.jpgheight=120,False
The Overstory,The-Overstory,True
attachments/The-Tyranny-of-Merit-What's-Become-of-the-Common-Good.jpg|height=120,attachmentsThe-Tyranny-of-Merit-What's-Become-of-the-Common-Good.jpgheight=120,False
The Tyranny of Merit: What's Become of the Common Good?,The-Tyranny-of-Merit-What's-Become-of-the-Common-Good,True
attachments/A-God-in-Exile-The-Fourteenth-Dalai-Lama.jpg|height=120,attachmentsA-God-in-Exile-The-Fourteenth-Dalai-Lama.jpgheight=120,False
A God in Exile: The Fourteenth Dalai Lama,A-God-in-Exile-The-Fourteenth-Dalai-Lama,True
attachments/The-Heart-of-a-Woman.jpg|height=120,attachmentsThe-Heart-of-a-Woman.jpgheight=120,False
The Heart of a Woman,The-Heart-of-a-Woman,True
"attachments/I-Know-Why-the-Caged-Bird-Sings-(Maya-Angelou's-Autobiography,-#1).jpg|height=120","attachmentsI-Know-Why-the-Caged-Bird-Sings-(Maya-Angelou's-Autobiography,-#1).jpgheight=120",False
"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)","I-Know-Why-the-Caged-Bird-Sings-(Maya-Angelou's-Autobiography,-#1)",True
attachments/The-Guest-List.jpg|height=120,attachmentsThe-Guest-List.jpgheight=120,False
The Guest List,The-Guest-List,True
attachments/Why-I-Write.jpg|height=120,attachmentsWhy-I-Write.jpgheight=120,False
Why I Write,Why-I-Write,True
attachments/White-As-Milk-and-Rice-Stories-of-India’s-Isolated-Tribes.jpg|height=120,attachmentsWhite-As-Milk-and-Rice-Stories-of-India’s-Isolated-Tribes.jpgheight=120,False
White As Milk and Rice: Stories of India’s Isolated Tribes,White-As-Milk-and-Rice-Stories-of-India’s-Isolated-Tribes,True
attachments/The-Complete-Persepolis.jpg|height=120,attachmentsThe-Complete-Persepolis.jpgheight=120,False
The Complete Persepolis,The-Complete-Persepolis,True
attachments/Factfulness-Ten-Reasons-We're-Wrong-About-the-World-–-and-Why-Things-Are-Better-Than-You-Think.jpg|height=120,attachmentsFactfulness-Ten-Reasons-We're-Wrong-About-the-World-–-and-Why-Things-Are-Better-Than-You-Think.jpgheight=120,False
Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Factfulness-Ten-Reasons-We're-Wrong-About-the-World-–-and-Why-Things-Are-Better-Than-You-Think,True
"attachments/A-Suitable-Boy-(A-Suitable-Boy,-#1).jpg|height=120","attachmentsA-Suitable-Boy-(A-Suitable-Boy,-#1).jpgheight=120",False
"A Suitable Boy (A Suitable Boy, #1)","A-Suitable-Boy-(A-Suitable-Boy,-#1)",True
attachments/A-Short-Philosophy-of-Birds.jpg|height=120,attachmentsA-Short-Philosophy-of-Birds.jpgheight=120,False
A Short Philosophy of Birds,A-Short-Philosophy-of-Birds,True
"attachments/The-Boy,-the-Mole,-the-Fox-and-the-Horse.jpg|height=120","attachmentsThe-Boy,-the-Mole,-the-Fox-and-the-Horse.jpgheight=120",False
"The Boy, the Mole, the Fox and the Horse","The-Boy,-the-Mole,-the-Fox-and-the-Horse",True
attachments/How-to-Be-a-Stoic-Using-Ancient-Philosophy-to-Live-a-Modern-Life.jpg|height=120,attachmentsHow-to-Be-a-Stoic-Using-Ancient-Philosophy-to-Live-a-Modern-Life.jpgheight=120,False
How to Be a Stoic: Using Ancient Philosophy to Live a Modern Life,How-to-Be-a-Stoic-Using-Ancient-Philosophy-to-Live-a-Modern-Life,True
attachments/Twilight-of-Democracy-The-Seductive-Lure-of-Authoritarianism.jpg|height=120,attachmentsTwilight-of-Democracy-The-Seductive-Lure-of-Authoritarianism.jpgheight=120,False
Twilight of Democracy: The Seductive Lure of Authoritarianism,Twilight-of-Democracy-The-Seductive-Lure-of-Authoritarianism,True
attachments/Journalism.jpg|height=120,attachmentsJournalism.jpgheight=120,False
Journalism,Journalism,True
attachments/Dinakkondu-Kathe(Karthika-Samputa).jpg|height=120,attachmentsDinakkondu-Kathe(Karthika-Samputa).jpgheight=120,False
Dinakkondu Kathe(Karthika Samputa),Dinakkondu-Kathe(Karthika-Samputa),True
attachments/Madhavi.jpg|height=120,attachmentsMadhavi.jpgheight=120,False
Madhavi,Madhavi,True
attachments/Dinakkondu-Kathe(Magha-Samputa).jpg|height=120,attachmentsDinakkondu-Kathe(Magha-Samputa).jpgheight=120,False
Dinakkondu Kathe(Magha Samputa),Dinakkondu-Kathe(Magha-Samputa),True
attachments/The-Book-of-Indian-Kings-Stories-&-Essays.jpg|height=120,attachmentsThe-Book-of-Indian-Kings-Stories-&-Essays.jpgheight=120,False
The Book of Indian Kings: Stories & Essays,The-Book-of-Indian-Kings-Stories-&-Essays,True
attachments/The-Secret-Lives-of-Indian-Mammals.jpg|height=120,attachmentsThe-Secret-Lives-of-Indian-Mammals.jpgheight=120,False
The Secret Lives of Indian Mammals,The-Secret-Lives-of-Indian-Mammals,True
attachments/Matilda.jpg|height=120,attachmentsMatilda.jpgheight=120,False
Matilda,Matilda,True
"attachments/The-Professor-and-the-Madman-A-Tale-of-Murder,-Insanity-and-the-Making-of-the-Oxford-English-Dictionary.jpg|height=120","attachmentsThe-Professor-and-the-Madman-A-Tale-of-Murder,-Insanity-and-the-Making-of-the-Oxford-English-Dictionary.jpgheight=120",False
"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary","The-Professor-and-the-Madman-A-Tale-of-Murder,-Insanity-and-the-Making-of-the-Oxford-English-Dictionary",True
attachments/India's-Struggle-for-Independence.jpg|height=120,attachmentsIndia's-Struggle-for-Independence.jpgheight=120,False
India's Struggle for Independence,India's-Struggle-for-Independence,True
attachments/Land-of-the-Seven-Rivers-A-Brief-History-of-India's-Geography.jpg|height=120,attachmentsLand-of-the-Seven-Rivers-A-Brief-History-of-India's-Geography.jpgheight=120,False
Land of the Seven Rivers: A Brief History of India's Geography,Land-of-the-Seven-Rivers-A-Brief-History-of-India's-Geography,True
attachments/The-Polyester-Prince-The-Rise-of-Dhirubhai-Ambani.jpg|height=120,attachmentsThe-Polyester-Prince-The-Rise-of-Dhirubhai-Ambani.jpgheight=120,False
The Polyester Prince: The Rise of Dhirubhai Ambani,The-Polyester-Prince-The-Rise-of-Dhirubhai-Ambani,True
attachments/How-Much-Land-Does-a-Man-Need.jpg|height=120,attachmentsHow-Much-Land-Does-a-Man-Need.jpgheight=120,False
How Much Land Does a Man Need?,How-Much-Land-Does-a-Man-Need,True
"attachments/Everybody-Lies-Big-Data,-New-Data,-and-What-the-Internet-Can-Tell-Us-About-Who-We-Really-Are.jpg|height=120","attachmentsEverybody-Lies-Big-Data,-New-Data,-and-What-the-Internet-Can-Tell-Us-About-Who-We-Really-Are.jpgheight=120",False
"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are","Everybody-Lies-Big-Data,-New-Data,-and-What-the-Internet-Can-Tell-Us-About-Who-We-Really-Are",True
attachments/Republic-of-Caste-Thinking-Equality-in-the-Time-of-Neoliberal-Hindutva.jpg|height=120,attachmentsRepublic-of-Caste-Thinking-Equality-in-the-Time-of-Neoliberal-Hindutva.jpgheight=120,False
Republic of Caste: Thinking Equality in the Time of Neoliberal Hindutva,Republic-of-Caste-Thinking-Equality-in-the-Time-of-Neoliberal-Hindutva,True
"attachments/The-Doctor-and-The-Saint-The-Ambedkar–Gandhi-Debate-Caste,-Race,-and-Annihilation-of-Caste.jpg|height=120","attachmentsThe-Doctor-and-The-Saint-The-Ambedkar–Gandhi-Debate-Caste,-Race,-and-Annihilation-of-Caste.jpgheight=120",False
"The Doctor and The Saint: The Ambedkar–Gandhi Debate: Caste, Race, and Annihilation of Caste","The-Doctor-and-The-Saint-The-Ambedkar–Gandhi-Debate-Caste,-Race,-and-Annihilation-of-Caste",True
attachments/Kashmir-Rage-And-Reason.jpg|height=120,attachmentsKashmir-Rage-And-Reason.jpgheight=120,False
Kashmir: Rage And Reason,Kashmir-Rage-And-Reason,True
attachments/Caste-Matters.jpg|height=120,attachmentsCaste-Matters.jpgheight=120,False
Caste Matters,Caste-Matters,True
"attachments/The-Origin-of-Feces-What-Excrement-Tells-Us-About-Evolution,-Ecology,-and-a-Sustainable-Society.jpg|height=120","attachmentsThe-Origin-of-Feces-What-Excrement-Tells-Us-About-Evolution,-Ecology,-and-a-Sustainable-Society.jpgheight=120",False
"The Origin of Feces: What Excrement Tells Us About Evolution, Ecology, and a Sustainable Society","The-Origin-of-Feces-What-Excrement-Tells-Us-About-Evolution,-Ecology,-and-a-Sustainable-Society",True
attachments/A-Guide-to-Bird-Watching.jpg|height=120,attachmentsA-Guide-to-Bird-Watching.jpgheight=120,False
A Guide to Bird Watching,A-Guide-to-Bird-Watching,True
attachments/Six-Legged-Science.jpg|height=120,attachmentsSix-Legged-Science.jpgheight=120,False
Six-Legged Science,Six-Legged-Science,True
attachments/Wholeness-and-the-Implicate-Order.jpg|height=120,attachmentsWholeness-and-the-Implicate-Order.jpgheight=120,False
Wholeness and the Implicate Order,Wholeness-and-the-Implicate-Order,True
"attachments/ChiRunning-A-Revolutionary-Approach-to-Effortless,-Injury-Free-Running.jpg|height=120","attachmentsChiRunning-A-Revolutionary-Approach-to-Effortless,-Injury-Free-Running.jpgheight=120",False
"ChiRunning: A Revolutionary Approach to Effortless, Injury-Free Running","ChiRunning-A-Revolutionary-Approach-to-Effortless,-Injury-Free-Running",True
attachments/A-Terrible-Beauty-A-History-of-the-People-and-Ideas-That-Shaped-the-Modern-World.jpg|height=120,attachmentsA-Terrible-Beauty-A-History-of-the-People-and-Ideas-That-Shaped-the-Modern-World.jpgheight=120,False
A Terrible Beauty: A History of the People and Ideas That Shaped the Modern World,A-Terrible-Beauty-A-History-of-the-People-and-Ideas-That-Shaped-the-Modern-World,True
attachments/The-Annihilation-of-Caste.jpg|height=120,attachmentsThe-Annihilation-of-Caste.jpgheight=120,False
The Annihilation of Caste,The-Annihilation-of-Caste,True
attachments/Impeach-The-Case-Against-Donald-Trump.jpg|height=120,attachmentsImpeach-The-Case-Against-Donald-Trump.jpgheight=120,False
Impeach: The Case Against Donald Trump,Impeach-The-Case-Against-Donald-Trump,True
"attachments/Whose-Story-Is-This-Old-Conflicts,-New-Chapters-Essays-at-the-Intersection.jpg|height=120","attachmentsWhose-Story-Is-This-Old-Conflicts,-New-Chapters-Essays-at-the-Intersection.jpgheight=120",False
"Whose Story Is This?: Old Conflicts, New Chapters: Essays at the Intersection","Whose-Story-Is-This-Old-Conflicts,-New-Chapters-Essays-at-the-Intersection",True
attachments/Hope-In-The-Dark.jpg|height=120,attachmentsHope-In-The-Dark.jpgheight=120,False
Hope In The Dark,Hope-In-The-Dark,True
attachments/Letter-to-My-Daughter.jpg|height=120,attachmentsLetter-to-My-Daughter.jpgheight=120,False
Letter to My Daughter,Letter-to-My-Daughter,True
attachments/Am-I-a-Hindu-The-Hinduism-Primer.jpg|height=120,attachmentsAm-I-a-Hindu-The-Hinduism-Primer.jpgheight=120,False
Am I a Hindu? The Hinduism Primer,Am-I-a-Hindu-The-Hinduism-Primer,True
attachments/Darwin's-Dangerous-Idea-Evolution-and-the-Meanings-of-Life.jpg|height=120,attachmentsDarwin's-Dangerous-Idea-Evolution-and-the-Meanings-of-Life.jpgheight=120,False
Darwin's Dangerous Idea: Evolution and the Meanings of Life,Darwin's-Dangerous-Idea-Evolution-and-the-Meanings-of-Life,True
attachments/A-Grown-Up-Guide-to-Dinosaurs.jpg|height=120,attachmentsA-Grown-Up-Guide-to-Dinosaurs.jpgheight=120,False
A Grown-Up Guide to Dinosaurs,A-Grown-Up-Guide-to-Dinosaurs,True
"attachments/Kane-&-Abel-(Kane-&-Abel,-#1).jpg|height=120","attachmentsKane-&-Abel-(Kane-&-Abel,-#1).jpgheight=120",False
"Kane & Abel (Kane & Abel, #1)","Kane-&-Abel-(Kane-&-Abel,-#1)",True
attachments/Malevolent-Republic-A-Short-History-of-the-New-India.jpg|height=120,attachmentsMalevolent-Republic-A-Short-History-of-the-New-India.jpgheight=120,False
Malevolent Republic: A Short History of the New India,Malevolent-Republic-A-Short-History-of-the-New-India,True
attachments/Zen-Pencils-Dream-the-Impossible-Dream---Volume-Two.jpg|height=120,attachmentsZen-Pencils-Dream-the-Impossible-Dream---Volume-Two.jpgheight=120,False
Zen Pencils: Dream the Impossible Dream - Volume Two,Zen-Pencils-Dream-the-Impossible-Dream---Volume-Two,True
attachments/A-Birder’s-Handbook-to-Manipal.jpg|height=120,attachmentsA-Birder’s-Handbook-to-Manipal.jpgheight=120,False
A Birder’s Handbook to Manipal,A-Birder’s-Handbook-to-Manipal,True
attachments/Scarcity-Why-Having-Too-Little-Means-So-Much.jpg|height=120,attachmentsScarcity-Why-Having-Too-Little-Means-So-Much.jpgheight=120,False
Scarcity: Why Having Too Little Means So Much,Scarcity-Why-Having-Too-Little-Means-So-Much,True
attachments/Looking-Away.jpg|height=120,attachmentsLooking-Away.jpgheight=120,False
Looking Away,Looking-Away,True
attachments/The-Oxford-Companion-to-Politics-in-India-Student-Edition.jpg|height=120,attachmentsThe-Oxford-Companion-to-Politics-in-India-Student-Edition.jpgheight=120,False
The Oxford Companion to Politics in India: Student Edition,The-Oxford-Companion-to-Politics-in-India-Student-Edition,True
attachments/The-Caravan-Book-of-Profiles.jpg|height=120,attachmentsThe-Caravan-Book-of-Profiles.jpgheight=120,False
The Caravan Book of Profiles,The-Caravan-Book-of-Profiles,True
attachments/The-Big-Conservation-Lie.jpg|height=120,attachmentsThe-Big-Conservation-Lie.jpgheight=120,False
The Big Conservation Lie,The-Big-Conservation-Lie,True
attachments/Science-in-the-Soul-Selected-Writings-of-a-Passionate-Rationalist.jpg|height=120,attachmentsScience-in-the-Soul-Selected-Writings-of-a-Passionate-Rationalist.jpgheight=120,False
Science in the Soul: Selected Writings of a Passionate Rationalist,Science-in-the-Soul-Selected-Writings-of-a-Passionate-Rationalist,True
attachments/Indica-A-Deep-Natural-History-of-the-Indian-Subcontinent.jpg|height=120,attachmentsIndica-A-Deep-Natural-History-of-the-Indian-Subcontinent.jpgheight=120,False
Indica: A Deep Natural History of the Indian Subcontinent,Indica-A-Deep-Natural-History-of-the-Indian-Subcontinent,True
attachments/Lori's-Magical-Mystery.jpg|height=120,attachmentsLori's-Magical-Mystery.jpgheight=120,False
Lori's Magical Mystery,Lori's-Magical-Mystery,True
attachments/Nature-Chronicles-of-India-Essays-on-Wildlife.jpg|height=120,attachmentsNature-Chronicles-of-India-Essays-on-Wildlife.jpgheight=120,False
Nature Chronicles of India: Essays on Wildlife,Nature-Chronicles-of-India-Essays-on-Wildlife,True
attachments/Conservation-from-the-Margins.jpg|height=120,attachmentsConservation-from-the-Margins.jpgheight=120,False
Conservation from the Margins,Conservation-from-the-Margins,True
attachments/A-Handbook-of-Rural-India.jpg|height=120,attachmentsA-Handbook-of-Rural-India.jpgheight=120,False
A Handbook of Rural India,A-Handbook-of-Rural-India,True
attachments/Women-in-Science-50-Fearless-Pioneers-Who-Changed-the-World.jpg|height=120,attachmentsWomen-in-Science-50-Fearless-Pioneers-Who-Changed-the-World.jpgheight=120,False
Women in Science: 50 Fearless Pioneers Who Changed the World,Women-in-Science-50-Fearless-Pioneers-Who-Changed-the-World,True
attachments/Conflicts-of-Interest-My-Journey-through-India’s-Green-Movement.jpg|height=120,attachmentsConflicts-of-Interest-My-Journey-through-India’s-Green-Movement.jpgheight=120,False
Conflicts of Interest: My Journey through India’s Green Movement,Conflicts-of-Interest-My-Journey-through-India’s-Green-Movement,True
"attachments/The-Courtesan,-the-Mahatma-and-the-Italian-Brahmin-Tales-from-Indian-History.jpg|height=120","attachmentsThe-Courtesan,-the-Mahatma-and-the-Italian-Brahmin-Tales-from-Indian-History.jpgheight=120",False
"The Courtesan, the Mahatma and the Italian Brahmin: Tales from Indian History","The-Courtesan,-the-Mahatma-and-the-Italian-Brahmin-Tales-from-Indian-History",True
attachments/Embroideries.jpg|height=120,attachmentsEmbroideries.jpgheight=120,False
Embroideries,Embroideries,True
attachments/Zen-Pencils-Cartoon-Quotes-from-Inspirational-Folks-(Volume-1).jpg|height=120,attachmentsZen-Pencils-Cartoon-Quotes-from-Inspirational-Folks-(Volume-1).jpgheight=120,False
Zen Pencils: Cartoon Quotes from Inspirational Folks (Volume 1),Zen-Pencils-Cartoon-Quotes-from-Inspirational-Folks-(Volume-1),True
attachments/Figuring.jpg|height=120,attachmentsFiguring.jpgheight=120,False
Figuring,Figuring,True
"attachments/Herding-Cats-(Sarah's-Scribbles,-#3).jpg|height=120","attachmentsHerding-Cats-(Sarah's-Scribbles,-#3).jpgheight=120",False
"Herding Cats (Sarah's Scribbles, #3)","Herding-Cats-(Sarah's-Scribbles,-#3)",True
attachments/Our-Incredible-Cow.jpg|height=120,attachmentsOur-Incredible-Cow.jpgheight=120,False
Our Incredible Cow,Our-Incredible-Cow,True
"attachments/Gender-Your-Guide-A-Gender-Friendly-Primer-on-What-to-Know,-What-to-Say,-and-What-to-Do-in-the-New-Gender-Culture.jpg|height=120","attachmentsGender-Your-Guide-A-Gender-Friendly-Primer-on-What-to-Know,-What-to-Say,-and-What-to-Do-in-the-New-Gender-Culture.jpgheight=120",False
"Gender: Your Guide: A Gender-Friendly Primer on What to Know, What to Say, and What to Do in the New Gender Culture","Gender-Your-Guide-A-Gender-Friendly-Primer-on-What-to-Know,-What-to-Say,-and-What-to-Do-in-the-New-Gender-Culture",True
attachments/An-Area-of-Darkness.jpg|height=120,attachmentsAn-Area-of-Darkness.jpgheight=120,False
An Area of Darkness,An-Area-of-Darkness,True
attachments/Among-the-Believers-An-Islamic-Journey.jpg|height=120,attachmentsAmong-the-Believers-An-Islamic-Journey.jpgheight=120,False
Among the Believers: An Islamic Journey,Among-the-Believers-An-Islamic-Journey,True
attachments/India-A-Wounded-Civilization.jpg|height=120,attachmentsIndia-A-Wounded-Civilization.jpgheight=120,False
India: A Wounded Civilization,India-A-Wounded-Civilization,True
attachments/India-A-Million-Mutunies-Now.jpg|height=120,attachmentsIndia-A-Million-Mutunies-Now.jpgheight=120,False
India: A Million Mutunies Now,India-A-Million-Mutunies-Now,True
attachments/Sapiens-A-Brief-History-of-Humankind.jpg|height=120,attachmentsSapiens-A-Brief-History-of-Humankind.jpgheight=120,False
Sapiens: A Brief History of Humankind,Sapiens-A-Brief-History-of-Humankind,True
attachments/The-Communist-Manifesto.jpg|height=120,attachmentsThe-Communist-Manifesto.jpgheight=120,False
The Communist Manifesto,The-Communist-Manifesto,True
